Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
29,Female,61.5,1.88,182,152,72,1.62,793,HIIT,24.2,3.3,4,3,23.84
18,Female,40,1.75,176,124,68,1.01,1536,HIIT,14.6,3.5,,2,17.62
37,Male,79.6,1.68,180,137,67,2,920,Yoga,28.6,1.8,,3,23.26
26,Female,68.6,1.75,184,140,60,1.26,681,HIIT,29.4,1.8,3,3,20.02
49,Female,77.9,1.75,196,169,64,1.24,1267,HIIT,24.8,3.5,3,2,14.38
23,Female,40.9,1.75,187,136,50,1.14,1135,Cardio,24.8,3.4,3,2,12.32
18,Male,68.7,1.77,161,169,68,1.01,1011,Cardio,27.3,3.5,3,2,17
23,Male,114.9,1.61,180,120,56,1.27,891,HIIT,28,3.3,3,1,22.67
47,Male,65.6,1.77,190,154,54,1.59,413,Strength,23.1,3.6,2,2,14.47
20,Female,90.9,1.69,198,142,74,1.35,927,Cardio,18.1,3.2,4,1,16.23
40,Male,61,1.89,196,123,71,1.45,625,Strength,27.4,3.6,3,1,23.16
18,Male,66.8,1.66,166,135,59,2,803,Yoga,23.2,3,2,1,12.56
56,Male,42.6,1.61,190,161,60,1.24,1260,HIIT,23,3.6,4,3,23.68
56,Female,88.8,1.7,173,129,52,1.79,933,Yoga,24.1,1.5,4,2,12.32
34,Female,83.2,1.64,171,164,69,1.19,1392,Yoga,22.9,3.5,3,1,14.97
38,Female,99.1,1.5,185,159,74,1.38,995,HIIT,17.8,1.5,4,1,24.56
43,Male,77.8,1.7,180,149,58,1.38,1643,Strength,14.9,2.8,5,1,16.55
18,Male,47.8,1.85,161,156,50,1.02,1265,Yoga,30.8,3.2,5,1,12.32
24,Male,40,1.82,168,120,74,1.28,303,Strength,25,3.6,3,1,17.95
35,Female,91,1.55,174,136,74,0.99,1216,Cardio,27,3.5,3,3,16
21,Male,86.3,1.74,184,169,61,1.85,993,Strength,24.9,3.4,2,2,22.21
26,Male,64.6,1.82,196,165,55,1.46,1699,Yoga,28.1,3.3,4,2,19.63
40,Female,49.6,1.7,169,,72,1.6,921,Cardio,32.5,3.6,,2,12.71
23,Female,59.6,1.81,160,146,71,1.54,1382,HIIT,22.6,2.8,5,2,12.32
46,Female,53.7,1.5,177,169,54,1.62,1245,Strength,26.8,3.7,4,3,22.71
55,Female,58.9,1.56,197,125,58,0.73,1103,Yoga,22.1,3.5,3,2,30.52
31,Male,79.4,1.58,163,125,74,1.49,663,Cardio,24,2.4,3,2,12.32
26,Male,83.1,1.52,163,139,51,1.95,925,Strength,10,2.8,3,1,20.05
31,Female,61.7,1.52,177,160,54,0.54,1266,Yoga,23.1,1.7,4,2,12.32
27,Male,66.6,1.7,171,149,73,1.43,1321,Strength,26.6,3.3,4,3,13.51
45,Female,106.3,1.84,172,123,61,1.15,1177,Strength,16.9,2.6,4,3,30.72
23,Female,73.2,1.58,175,169,,1.54,1226,HIIT,25,2.4,3,2,24.85
48,Female,69.9,1.82,173,162,,2,1724,Yoga,26.7,2.4,3,1,23.63
30,Female,62.3,1.53,185,153,68,1.3,1382,Yoga,20.5,1.6,2,2,34.48
48,Male,83,1.55,164,169,67,1.27,1287,Cardio,21.5,3.5,2,3,22.88
35,Male,75.4,1.64,198,167,63,1.14,1045,Yoga,20.5,1.5,3,2,30.23
30,Female,98.3,1.84,178,161,74,1.58,576,HIIT,23.3,1.6,3,2,16.15
38,Female,46.5,1.65,182,169,70,1.34,806,Cardio,24.1,3.5,2,1,12.32
44,Male,61.6,1.65,167,158,74,1.11,1223,Strength,23.8,2.9,4,1,15.25
31,Female,64,1.85,184,147,71,1.05,571,Strength,27,2,5,2,14.26
18,Male,59.1,1.69,180,155,57,1.99,1505,Yoga,27.5,1.9,4,1,17.36
24,Female,45.1,1.6,195,163,66,2,453,Cardio,31.2,1.6,2,2,22.88
18,Male,49.1,1.68,,142,74,1.13,961,Yoga,23.7,3.1,,1,15.28
18,,82.7,1.79,171,167,69,1.09,1305,HIIT,21.8,2.1,2,1,12.89
33,Male,85,1.73,161,128,64,1.34,812,Strength,16.6,3.2,4,1,13.34
21,Female,77.9,1.8,199,169,56,1.3,1171,Cardio,19.7,3.4,3,2,19.98
20,Male,40,1.52,192,151,63,1.5,572,HIIT,25.1,3.7,4,1,25.64
59,Male,44.8,1.67,189,130,63,1.29,1021,Strength,29.8,3.6,3,3,12.32
51,Female,66.4,1.77,184,147,55,0.97,1531,HIIT,33.1,3.6,3,3,14.27
50,Male,40,2,192,155,56,0.82,829,Strength,24.6,2.4,3,2,16.67
42,Male,96.2,1.63,164,148,74,1.38,887,Strength,16.3,1.6,2,3,25.15
45,Female,54,1.86,170,148,65,1.36,670,Cardio,28.9,3.5,3,2,16.72
22,Male,71.1,1.68,164,160,74,1.51,955,Cardio,10,3.3,4,2,16.09
47,Female,48.6,1.55,176,165,74,0.71,1305,Cardio,15.6,2.7,2,1,27.31
34,Female,100.1,1.97,192,164,73,2,1747,Yoga,25.5,1.5,4,2,22.68
51,Female,53.7,1.72,169,120,52,0.95,1234,HIIT,10,3.3,,3,14.41
27,Male,83.5,1.67,162,129,65,1.48,1517,Yoga,25.8,3.3,2,1,18.45
18,Male,52.4,1.74,181,169,63,0.83,889,Strength,10,2.8,4,3,13.4
48,Male,89.5,1.61,170,153,57,1.38,1355,Strength,10,3.3,3,1,12.32
25,Female,58.2,1.64,165,169,71,1.92,984,Strength,20.8,3.3,4,3,19.05
51,Male,126,1.74,190,139,57,1.04,1108,Strength,27.3,3.2,2,1,22.63
58,Female,57.4,1.62,196,154,61,1.59,1015,,15,2.1,3,1,25.02
32,Female,52.3,1.59,161,121,74,2,723,Strength,20.3,3.3,3,1,22.56
47,,40,1.85,192,139,57,1.2,697,Cardio,25.2,3.5,4,1,19.04
55,Female,129.6,1.84,188,139,58,1.28,1272,HIIT,19.2,3.5,3,1,18.38
33,Female,72.3,1.8,199,120,74,1.33,457,HIIT,26.5,2.3,4,2,12.32
28,Male,64.1,1.55,179,152,52,1.41,1091,HIIT,31.1,3.3,4,1,18.43
34,Male,66.7,1.55,186,169,55,1.48,781,Cardio,19.4,2.5,3,1,12.32
35,Male,44.9,1.92,168,123,67,1.29,572,Cardio,20.8,2.1,4,2,17.33
36,Female,90,1.69,180,160,72,2,717,HIIT,20.6,3.3,4,1,13.72
27,Male,77.7,1.76,167,131,74,1.36,448,HIIT,24.9,2.1,5,2,23.19
18,Male,100,1.73,192,166,56,1.22,1631,Strength,23.3,1.8,4,2,12.32
52,Male,83.4,1.52,176,142,56,1.45,596,HIIT,25.6,1.9,3,2,15.21
32,Female,46.5,1.83,176,128,74,1.01,1061,Cardio,10,2.5,4,3,14.63
37,Female,81.1,1.78,195,143,72,1.07,770,HIIT,22.5,2.5,3,2,12.51
31,Male,50.7,1.86,171,149,74,1.29,580,Cardio,,3.6,3,2,21.13
23,Female,55.4,1.8,164,163,73,1.33,783,Strength,27.1,1.5,2,1,18.71
23,Female,40,1.8,160,136,62,1.85,1113,Strength,16.8,1.7,3,,16.37
25,Female,76.2,1.87,184,148,69,1.96,809,HIIT,26.2,2.3,3,1,17.02
52,Male,84.5,1.75,180,158,71,2,830,Strength,14.1,1.5,4,3,18.25
59,Male,40,2,173,141,68,1.04,1331,Strength,27,3.7,2,1,43.74
37,,40,1.92,163,129,68,1.22,1025,Cardio,22.7,3.3,2,1,23.28
42,Female,55.6,1.63,176,134,74,1.41,384,Cardio,22,3.3,3,1,32.64
29,Male,73.6,1.82,162,141,55,1.5,1057,Cardio,25.2,2.1,2,2,30.41
29,Female,50.8,1.89,199,163,59,0.8,784,HIIT,35,2.5,3,2,22.37
27,Male,72.5,1.88,181,162,69,1.21,1120,HIIT,34.6,3.4,4,1,27.76
22,Male,128.4,,166,169,50,1.53,914,HIIT,16.7,2.8,3,2,13.01
41,Male,74.7,1.84,170,169,57,,1257,Strength,24.8,2.5,3,3,14.71
21,Female,94.4,1.69,197,155,61,1.94,1089,Strength,20.7,2.4,,2,14.52
52,Male,57.5,1.87,174,149,70,1.05,880,,12.5,2.5,2,2,12.32
32,Male,51.1,1.86,199,131,63,1,865,HIIT,34.8,3.2,3,1,21.49
30,Female,88.8,1.69,171,127,70,1.21,1097,Strength,25.6,3.4,,1,19.29
31,Female,,1.54,161,156,74,0.68,882,Cardio,28.9,2.6,4,1,12.32
49,Female,80,2,162,151,74,1.07,,,15.7,3.6,3,2,29.6
23,Female,52.6,1.78,176,169,53,1.15,1384,Cardio,31.1,2.4,3,2,21.08
18,Male,57.5,1.74,193,154,70,1.16,1358,HIIT,33.9,3.7,4,3,12.32
52,Female,45.1,1.65,165,164,71,1.76,1380,Yoga,21.5,3.3,5,1,29.89
45,Male,98.7,1.77,183,132,74,1.32,400,Cardio,19.5,2,4,2,18.18
51,Male,63,1.78,161,152,50,1.33,1339,Strength,29.1,1.8,2,2,15.95
34,Female,101.5,1.57,184,120,55,1.02,601,Strength,17.7,2.3,5,,46.11
18,Female,89.8,1.66,185,140,54,2,1283,HIIT,28.4,1.9,,2,16.69
42,Male,43.5,1.56,192,159,57,1.96,555,,25.3,3.6,3,2,28.64
28,Female,121.1,1.75,163,149,68,1.57,716,Strength,21,3.3,5,1,26.5
18,Male,46.3,2,167,169,64,1.29,1556,Yoga,22.5,2.6,2,3,17.38
35,Male,40,1.71,162,133,69,1.99,840,Yoga,20.2,3.2,4,2,27.14
56,Female,64.2,1.79,196,165,58,0.97,667,Cardio,15.9,3.3,4,1,12.32
18,Female,56,1.82,170,131,62,1.55,1249,HIIT,,2,3,3,15.72
45,Male,43.8,,161,169,72,1.97,1783,HIIT,24.9,3.5,4,3,15.83
32,Female,90.5,1.63,184,166,50,1.46,1217,Strength,31.3,2,5,1,12.99
42,Female,40,1.81,177,145,59,1.71,1065,HIIT,26.6,1.5,3,1,23.25
54,Male,72.6,1.56,172,165,69,1.26,966,HIIT,26.1,3.5,2,1,31.41
18,Male,40,1.58,,164,52,1.08,1262,HIIT,24.7,3.2,4,1,28.07
34,Female,89.7,1.78,184,142,53,0.53,1662,HIIT,24.2,1.5,3,1,39.54
21,Female,59.7,1.65,191,138,68,0.95,539,HIIT,35,3.2,4,2,17.55
18,Male,42,1.82,188,137,67,0.77,589,HIIT,16.4,2,2,3,29.09
18,Male,57.9,2,168,156,50,1.05,689,Cardio,28.3,3.6,3,3,18.31
49,,50.2,1.7,164,169,73,0.75,622,Cardio,28,1.6,2,1,13.34
18,Female,40,1.8,187,158,71,1.24,665,\nStrength,24.1,1.7,2,2,14.93
18,Female,70.9,1.87,176,164,59,2,745,HIIT,28.2,3.2,4,2,15.74
26,Male,44,1.6,190,125,68,1.06,1246,Strength,21.1,2.7,2,2,15.5
31,Female,46.9,1.75,192,146,63,2,748,Cardio,15.3,1.7,4,,12.48
49,Male,47.5,1.79,161,169,61,1.43,957,Strength,25.8,3,4,1,13.47
38,Male,69,1.82,170,133,53,1.24,1610,Strength,30.1,2.8,2,2,20.05
18,Female,59.1,2,181,123,72,1.94,901,HIIT,23.2,2.4,4,2,13.32
53,Female,40,1.66,192,169,72,1.11,,Yoga,27.5,2.8,4,3,22.65
18,Female,74.6,1.71,169,143,54,1.49,1213,,28.7,2,2,1,18.68
35,Male,98.6,1.55,184,141,59,2,1172,Cardio,27.8,3.2,2,2,23.47
29,Female,58.4,1.61,182,165,70,0.77,1259,HIIT,20.1,3.5,4,2,26.13
35,Female,76.1,1.81,,153,74,2,1119,HIIT,17.7,3.3,2,1,26.86
38,Male,93.7,1.66,168,169,68,1.97,875,Cardio,29,3.4,4,2,13.87
42,Female,88.6,2,171,166,72,1.11,1335,Yoga,18.6,2.2,5,2,18.3
18,Male,49.9,1.77,191,123,74,1.4,626,Strength,25.9,3.4,2,2,24.35
42,Female,99.9,1.6,189,169,58,1.85,1099,HIIT,32.6,2.2,2,1,15.78
26,Female,58.6,1.78,198,143,74,1.59,1008,Cardio,21.1,2.2,3,1,44.77
36,Male,57.4,1.58,192,152,70,1.38,1137,Yoga,18.3,3.2,2,1,20.91
47,Male,48.1,1.71,185,129,74,0.87,1177,Strength,28.1,2.6,3,3,12.32
30,Male,60.1,1.93,187,140,58,1.48,875,HIIT,29.7,3.1,5,1,24.29
23,Female,88,2,193,128,70,1.24,399,HIIT,23.9,2.8,3,1,31.33
39,Female,62.5,1.74,162,141,58,1.27,699,,24.2,1.8,3,1,17.6
38,Female,69.4,2,195,130,,1.34,1197,Strength,19.5,2.6,3,3,14.99
20,Female,69.3,1.75,180,120,72,1.06,1421,Yoga,24.6,3.2,4,2,25.22
18,Male,52.6,1.76,175,154,50,1.17,1783,Yoga,21,3,3,2,30.92
39,Female,65.6,1.7,172,148,68,0.87,1709,HIIT,20.2,1.5,4,3,14.83
45,Male,71.4,,179,140,52,1.56,1246,Strength,24.6,2.6,4,1,15.53
22,Male,80.6,1.71,176,139,60,2,957,Cardio,31,2.4,4,2,12.32
57,Female,43.5,2,172,159,59,1.73,530,Yoga,18.7,2.1,2,3,23.74
25,Female,72.6,1.7,161,168,51,1.28,1262,Strength,22,3.1,4,2,16.45
18,Male,87.5,1.76,169,160,60,2,1042,Yoga,22.4,3.3,2,3,21.79
50,Male,46.8,1.77,180,128,70,1.4,803,HIIT,17,3.3,4,1,21.83
27,Male,42.5,1.61,183,155,71,2,933,HIIT,22.9,1.6,2,1,
43,Male,83.5,1.96,168,169,54,1.47,1522,Strength,,2.1,4,2,24.03
18,Female,44.9,1.77,168,127,57,1.66,512,Strength,12.3,3.7,3,1,20.39
18,Male,63.9,1.71,164,140,66,1.48,785,Yoga,30.2,3.3,4,2,21.96
36,Female,67.5,1.71,173,,60,1.1,511,HIIT,20.6,1.5,4,1,18.75
24,Female,59,1.68,,132,56,1.17,1186,\tCardio,24.2,3.4,3,3,14.37
21,Male,90.1,1.72,184,138,68,1.35,1043,Yoga,27.1,2.1,4,3,22.34
18,Male,48.2,1.75,180,134,63,1.39,1053,Yoga,22.1,2.2,4,1,16.34
18,Male,78.1,1.75,184,158,50,,871,Cardio,31.6,2.5,2,3,17.61
31,Male,67.4,1.83,167,122,66,1.49,1032,HIIT,30.6,3.1,5,2,18.29
27,Male,44.1,1.56,169,,72,1.34,1124,Strength,10,3.1,2,1,20.18
26,Male,65,1.69,171,162,62,1.54,1066,Strength,16.6,3.5,2,2,29.56
33,Female,95,1.85,168,140,56,1.3,958,Strength,20.5,3.3,3,2,12.66
30,Female,65.3,1.76,192,161,57,1.16,1092,Cardio,32.1,1.9,4,3,23.82
59,Male,40,1.72,182,164,56,1.27,1783,HIIT,12.6,3.1,4,3,12.32
46,Female,82.9,1.74,194,165,52,2,1107,Cardio,24.3,3.1,3,3,14.4
18,Male,59.4,1.87,195,139,74,2,958,Yoga,14.9,2.7,3,2,36.72
49,Male,58.2,1.82,171,154,67,1.38,624,Strength,20.8,3.5,4,1,19.11
37,Female,77.3,1.58,180,140,61,1.57,1333,HIIT,23.5,1.5,2,2,12.32
22,Male,66,1.67,181,122,50,0.96,912,Cardio,26.3,1.5,3,2,15.29
29,Female,67.4,1.76,187,120,74,1.1,911,Cardio,21.4,2.3,5,1,19.6
31,Male,62.2,1.7,168,155,55,0.62,1596,Strength,35,3.2,2,1,16.7
45,,67.3,1.67,198,155,54,0.72,1006,Yoga,33.2,3.5,4,2,17.76
27,Female,59.6,1.73,182,139,71,1.42,1321,Strength,16.3,3.3,4,3,16.62
35,Male,40,1.72,182,120,70,1.22,1178,HIIT,14.6,1.9,4,2,17.87
24,Male,41.3,1.73,180,156,74,1.55,1285,HIIT,26.2,3.2,4,3,14.93
48,Male,97,1.73,172,122,74,1.7,903,Cardio,12.8,3.5,4,2,22.39
59,Female,47.2,1.68,185,159,70,1.49,704,Strength,15.4,2.2,4,2,23.79
49,Female,58.7,1.79,,120,67,0.9,900,Cardio,24.4,3.7,4,2,28.66
33,Male,65.7,1.97,167,144,53,1.1,872,Cardio,19.1,2,4,1,19.14
31,Male,80.2,1.74,187,141,72,1.23,1326,Strength,21.2,2.8,2,2,16.1
40,Male,59.3,2,166,141,74,1.44,801,Cardio,24.6,3.4,5,2,17.04
28,Male,61.1,1.74,163,156,59,1.89,1277,Cardio,21.5,3.4,2,2,
57,Female,79.4,1.55,160,164,50,1.55,1116,Strength,32.2,3.6,2,2,14.69
55,Male,86.2,2,189,159,66,1.78,462,Strength,27.2,,3,1,20.09
28,Male,59.3,1.79,189,128,69,0.91,877,Strength,24.8,2.1,4,1,28.16
23,Male,40,1.87,161,,74,1.5,1200,Strength,23.7,3.3,4,3,13.11
30,,61.8,1.88,189,142,73,1.02,1033,Cardio,23.7,2.3,4,1,21.86
30,Male,40,1.63,192,157,64,1.31,1078,HIIT,10,2.8,3,1,14.92
25,Female,61.4,1.7,172,166,72,1.28,1064,Yoga,32.5,3,3,2,19.45
46,Female,80.2,1.98,172,155,73,1.29,1355,Yoga,26.8,3.3,4,3,15.63
24,Female,89,1.61,,160,74,1.3,827,Yoga,23.8,3.1,3,3,30.63
28,Male,58,1.77,179,157,74,1.59,1145,Yoga,21.3,1.5,2,3,14.72
27,Male,53,1.91,172,123,54,1.09,655,Strength,34.4,3.1,3,2,21.18
23,Female,51.2,1.92,187,169,55,1.1,969,Yoga,25.3,2.7,2,1,16.98
26,Female,51.9,1.9,182,129,55,2,1418,Cardio,32.2,2.4,2,1,20.41
27,Female,56.3,1.7,191,134,72,1.61,1631,Yoga,23.4,3.3,3,1,30.84
,Male,92.4,1.52,197,135,59,1.12,1515,Cardio,25.9,3.2,3,2,16.46
59,Male,108.3,1.53,183,122,50,0.86,1071,HIIT,21.9,3.3,3,1,17.75
22,Female,71.5,1.81,195,164,51,1.52,935,Yoga,22,2.6,3,2,14.55
18,Male,89.4,1.84,168,168,69,2,968,Strength,17.3,2.6,5,2,14.77
32,Male,82.3,1.55,172,128,74,1.52,990,HIIT,26.7,2,3,1,20.15
35,Male,96.5,1.54,168,160,70,1.43,1573,Yoga,35,3.4,4,1,20.43
44,Male,40,1.91,181,124,71,1.55,1545,Cardio,26.5,3.4,3,1,35.01
43,Male,65.2,1.5,182,157,68,2,1417,Yoga,26.7,3.1,4,2,14.95
38,Female,77.1,,177,169,72,1.73,1538,Cardio,26.4,3.6,3,1,13.97
18,Male,53.9,1.62,170,169,72,1.38,810,Cardio,24.7,3.4,3,1,29.34
42,Male,,1.87,176,127,74,1.82,693,Yoga,10,2.1,4,1,20.3
22,,69.6,1.8,186,136,73,1.37,1081,Cardio,28.6,2,5,3,21.14
18,,62.9,1.72,191,157,63,1.31,514,Strength,26.3,2.2,3,2,12.32
18,,69.1,1.64,183,139,73,1.32,1002,,26,1.5,5,1,16.27
37,Female,61.3,1.96,193,169,65,2,947,Yoga,31.1,3.5,5,1,24.18
37,Female,78.5,1.5,189,169,60,1.67,954,HIIT,17.9,2.4,3,3,21.98
41,Female,40,1.78,182,155,68,1.51,1376,HIIT,29.8,2.1,2,3,12.32
18,Male,49.9,1.75,182,158,74,2,1032,Strength,23.1,3.1,5,1,17.64
46,Female,69.9,1.68,173,168,64,1.43,911,Strength,35,3.4,3,2,18.95
24,Male,62.5,1.58,175,137,51,2,1231,Strength,32.2,3.6,4,1,36.26
22,Male,40,1.67,162,146,59,1.04,807,Strength,24.1,1.5,3,1,13.05
53,Female,46.8,1.69,163,169,56,1.32,1017,HIIT,27.6,2.4,4,2,29.04
44,Female,75.2,1.9,185,131,65,0.94,1303,Cardio,18,3.4,3,2,
43,Male,70.1,1.72,187,129,54,1.43,984,HIIT,25,1.6,3,1,25.52
18,Male,40,1.7,190,120,64,1.33,1589,Yoga,26.8,3.1,2,1,18.76
59,Female,73.6,1.6,164,158,58,1.35,1216,\nStrength,30,2.3,5,2,15.78
18,Male,40,1.65,160,144,73,2,1078,\tYoga,17.4,3.5,2,1,21.36
43,Male,72.6,1.64,166,152,54,1.22,1188,Cardio,21.3,2.5,2,2,12.97
36,Male,87.6,1.81,179,140,56,0.9,645,HIIT,22.1,3.6,2,1,18.22
26,Female,110.3,1.94,171,,51,1.25,1376,HIIT,30,3.7,3,1,12.32
,Female,79,1.68,195,158,61,2,1410,Strength,31.1,2.5,5,2,14.2
40,Male,40,1.73,194,149,72,1.06,811,HIIT,19.4,2.7,2,3,36.56
18,Male,123.8,1.62,164,167,59,1.43,303,Strength,22.3,3.6,2,3,24.63
59,Female,40,1.84,167,137,53,1.87,681,Yoga,23.7,2.2,2,2,14.55
38,Male,41.4,1.71,183,168,73,0.94,1253,Yoga,30.8,3.2,3,1,14.6
33,Female,60.5,1.76,160,146,67,0.58,1172,HIIT,26.4,,4,2,28.93
45,Female,40,1.69,162,147,68,1.19,979,HIIT,25.2,2.4,4,2,12.75
44,Female,52.8,1.71,198,132,63,2,1783,HIIT,21.7,3.4,4,2,12.32
39,Female,69.9,1.85,164,147,50,1.3,1562,Yoga,27.7,3.7,3,3,12.87
25,Female,51,1.76,167,127,70,0.72,1119,,25.1,2.6,4,3,12.64
50,Female,92.6,1.91,171,137,54,1.6,303,Strength,25.2,2.3,3,1,21.42
21,Female,52.7,1.53,182,134,50,1.19,1090,Strength,31.5,3.4,3,3,25.06
49,Male,40,1.75,166,169,59,1.3,,Yoga,19.7,1.6,4,2,19.15
20,Male,40,1.78,192,149,57,0.93,1075,Strength,25.5,1.9,4,1,22.57
50,Male,40,1.92,168,144,55,1.48,692,Cardio,16,2.5,5,1,18.29
52,Female,81.7,1.59,164,136,67,1.91,1025,HIIT,28.2,3.4,2,2,19.89
41,Male,65.9,1.93,188,124,74,1.36,1419,Yoga,22.6,1.5,2,2,17.6
22,Male,55,1.88,176,131,74,2,1445,Yoga,16.3,1.9,,1,26.04
19,,92.2,1.73,170,150,74,2,538,Cardio,10,2.2,2,1,15.3
31,Female,67.9,1.7,163,124,68,1.43,1338,Cardio,13,3.1,5,1,13.87
32,Female,86,1.6,164,144,65,1.09,1196,HIIT,17.4,1.5,2,1,20.18
29,Female,60.6,1.83,172,161,60,1.32,760,Strength,25,3.3,5,2,18.03
34,Male,47.8,1.69,182,153,68,1.63,1249,Yoga,20.2,1.5,4,3,12.32
19,Male,79.4,1.77,165,150,73,1.23,1148,Cardio,24.1,3.3,3,2,22.64
33,Female,62.4,1.72,168,164,74,0.91,1042,Yoga,27.1,3.4,5,2,29.29
47,Male,71.3,1.83,186,163,68,0.95,837,Strength,22.6,1.5,5,2,18.61
37,Male,116.2,1.65,194,160,74,1.98,1036,Yoga,22.1,2.4,4,1,23.58
50,Male,55.8,1.81,161,126,55,1.32,909,Yoga,23.6,2.9,4,2,12.32
49,Male,53.5,1.79,167,158,64,1.31,1268,Yoga,,1.9,2,1,27.68
53,Female,55.9,1.78,182,125,58,1.45,1308,Yoga,21.1,1.5,3,2,12.32
29,Female,80.7,1.74,192,121,72,1.43,839,Strength,26.5,1.5,4,1,12.32
46,Male,69,1.88,177,120,74,1.63,1183,Strength,23.4,3.6,4,2,14.54
34,Male,60.5,1.8,171,120,68,1.57,1452,Cardio,27.1,3.2,3,1,12.32
44,,71.6,1.73,167,138,71,1.45,1000,Strength,23.6,2.6,2,3,21.12
51,Female,96.3,1.88,166,127,59,1.32,1362,Strength,28.1,1.9,2,2,16.31
47,Male,48.4,1.65,196,148,60,1.29,1357,Cardio,11.3,1.5,3,2,12.51
52,Male,77.8,1.59,183,135,50,1.37,949,Cardio,27.3,2.9,4,2,23.73
25,Male,85.5,1.8,168,156,69,1.39,644,Strength,15.7,3.3,2,1,12.32
28,,74.9,1.74,196,163,54,1.24,1144,Cardio,30.7,1.6,2,1,25.53
30,Male,67.4,1.79,185,169,59,1.27,1398,Cardio,18.9,3.4,5,3,25.14
36,Male,71,1.66,168,131,74,1.1,567,HIIT,20.3,3.7,4,1,28.31
24,Female,50.5,2,177,129,70,1.33,1213,Strength,26.6,,2,2,16.2
55,Male,94.8,2,192,169,50,1.38,1458,Strength,23.2,2.3,3,3,
,Female,73.6,1.79,195,146,73,1.13,636,HIIT,14.1,2.7,2,1,12.32
21,Male,47.8,1.62,173,129,74,1.59,1638,HIIT,25.8,2.4,3,2,12.32
41,Male,40,1.74,166,154,71,1.13,1356,HIIT,20.1,2.8,3,3,15.67
51,Male,43.9,1.78,194,136,51,0.98,1293,Strength,27,1.5,2,1,15.75
47,Male,59.6,1.88,192,125,50,1.32,1108,Yoga,30.6,2.3,3,2,12.32
22,Female,56.1,1.91,167,122,70,1.4,1183,Cardio,24.9,2.7,2,1,12.32
18,Male,56.5,1.93,177,156,52,1.53,1419,Strength,22.3,3.5,4,2,16.43
39,Male,83.7,1.52,187,152,58,1.65,1647,Strength,29.3,3.2,,,15.84
34,Female,79.1,1.73,188,151,58,1.32,1191,Yoga,30.7,3.6,,2,18.31
46,Female,56.7,1.97,199,160,56,1.3,1215,HIIT,26.4,2.4,3,1,16.02
22,Female,48.9,1.84,185,164,73,1.13,,Yoga,27,1.5,3,3,22.64
43,Female,47.1,1.81,166,149,69,0.76,998,HIIT,22.2,3,4,1,29.69
51,Male,65.1,1.85,185,130,60,2,717,Cardio,22.2,1.9,2,2,15.62
55,Female,60.6,1.68,185,124,70,1.35,1447,HIIT,24,2,4,1,18.66
42,Female,101,1.56,186,168,56,1.19,650,HIIT,27.6,3.6,4,1,24.46
31,Female,66.4,1.76,175,140,69,1.55,640,Strength,24.7,3.5,4,2,29.07
49,Male,97.1,2,174,153,74,1.26,763,Strength,10,2.6,2,2,23.64
29,Male,73.7,1.88,192,141,59,1.68,769,Cardio,,3.2,3,3,24.55
44,Male,86.1,1.73,178,140,51,1.12,1244,Strength,22.7,3.4,3,3,19.23
37,Female,58.7,1.78,195,154,59,1.34,1015,Cardio,29.5,2.8,2,3,18.67
37,Female,69.1,1.74,175,127,53,1.61,1411,Strength,31.9,3.6,2,2,18.07
46,Female,73,1.73,164,150,54,1.87,1037,Cardio,25.1,3.4,2,,15.27
53,Male,67.3,1.5,199,151,60,1.04,593,HIIT,15.8,3.4,4,2,12.32
47,Female,59.2,1.67,182,169,57,1.06,1252,HIIT,31.5,2.2,3,2,23.65
46,Female,119.6,1.71,176,129,53,1.26,1144,HIIT,23.9,1.7,4,2,12.32
53,Male,80.1,1.69,188,167,74,2,1196,Strength,13,2.3,3,1,14.85
42,Male,59.1,1.65,183,138,71,2,957,Strength,21.2,2,2,2,35.06
48,,88.8,1.91,183,156,67,0.87,853,Cardio,32.5,3.3,3,2,19.12
36,Male,53.4,1.75,177,120,70,0.68,1257,Yoga,26.7,2.7,5,2,35.28
18,Male,98.9,1.58,181,126,68,1.48,1330,Cardio,27.5,3.1,3,2,12.32
41,Female,112.2,1.81,188,159,53,1.16,995,Yoga,30.3,3.3,3,2,18.28
30,Male,101.6,1.73,190,133,56,1.38,1047,Cardio,22.1,3.2,3,3,40.75
19,Female,74.7,1.85,194,127,74,0.65,1105,Cardio,19.4,3.6,2,2,16.46
22,Male,68.4,1.86,175,129,66,1.99,895,Cardio,20,3.6,5,1,16.16
22,Female,86.2,1.93,167,145,62,1.74,640,Strength,18.6,3.3,3,1,29.48
51,Male,98.9,1.85,181,138,70,1.49,859,Cardio,25,1.5,2,2,25.3
27,Female,50.6,2,174,129,68,1.34,1179,HIIT,31,2,5,2,24.12
56,Female,68.1,2,168,160,74,1.39,1350,Yoga,23.8,3.3,5,2,17.05
22,Female,53,1.83,199,129,74,0.88,540,Strength,11.9,3.1,4,2,15.29
28,Male,59.2,1.68,187,127,54,1.53,466,Strength,27.3,2.9,2,3,12.32
35,Male,40,2,169,138,72,1.08,576,Strength,31.2,2.9,2,3,20.21
48,Male,90.4,2,193,156,59,1.78,1246,Cardio,24.4,2.3,3,2,13.35
